node_id,jaccard
n13723,0.1111111111111111
n603,0.0
n1734,0.17647058823529413
n13300,0.0
n18769,0.05263157894736842
n20315,0.1111111111111111
n179,0.0
n18959,0.3333333333333333
n14668,0.17647058823529413
n570,0.17647058823529413
n7787,0.0
n18547,0.17647058823529413
n3093,0.1111111111111111
n6047,0.1111111111111111
n14399,0.17647058823529413
n14486,0.25
n12732,0.0
n11997,0.0
n5518,0.6666666666666666
n18152,0.17647058823529413
n2394,0.05263157894736842
n7920,0.05263157894736842
n9645,0.25
n5082,0.0
n15397,0.05263157894736842
n18676,0.0
n21388,0.05263157894736842
n16000,0.05263157894736842
n21478,0.0
n16950,0.0
n14212,0.1111111111111111
n18824,0.05263157894736842
n6985,0.05263157894736842
n11802,0.05263157894736842
n12434,0.0
n14941,0.17647058823529413
n10649,0.25
n14675,0.05263157894736842
n2343,0.0
n12170,0.17647058823529413
n6386,0.0
n19233,0.17647058823529413
n16394,0.05263157894736842
n553,0.17647058823529413
n541,0.3333333333333333
n8196,0.0
n17892,0.05263157894736842
n11246,0.25
n12544,0.25
n13765,0.1111111111111111
n1684,0.05263157894736842
n8421,0.1111111111111111
n14373,0.0
n4606,0.0
n12401,0.25
n17024,0.17647058823529413
n10731,0.3333333333333333
n4469,0.05263157894736842
n18888,0.25
n19258,0.0
n8117,0.17647058823529413
n3855,0.17647058823529413
n13849,0.05263157894736842
n2055,0.05263157894736842
n7768,0.0
n8563,0.0
n3397,0.0
n10660,0.1111111111111111
n1825,0.05263157894736842
n19105,0.05263157894736842
n17508,0.0
n12645,0.05263157894736842
n4483,0.05263157894736842
n18027,0.1111111111111111
n15602,0.0
n13965,0.05263157894736842
n2064,0.17647058823529413
n15865,0.05263157894736842
n10609,0.3333333333333333
n9678,0.0
n4757,0.1111111111111111
n13870,0.5384615384615384
n14596,0.17647058823529413
n145,0.25
n18862,0.1111111111111111
n7640,0.17647058823529413
n20902,0.0
n13863,0.17647058823529413
n1816,0.05263157894736842
n13339,0.05263157894736842
n3231,0.0
n5949,0.17647058823529413
n11184,0.1111111111111111
n17136,0.1111111111111111
n15779,0.1111111111111111
n15789,0.5384615384615384
n5289,0.0
n562,0.0
n18165,0.0
n21431,0.05263157894736842
n21708,0.17647058823529413
n5105,0.05263157894736842
n16362,0.1111111111111111
n8940,0.05263157894736842
n1391,0.05263157894736842
n22002,0.1111111111111111
n15853,0.05263157894736842
n20480,0.0
n473,0.0
n13668,0.17647058823529413
n19074,0.25
n1445,0.0
n3899,0.0
n20021,0.25
n10031,0.0
n20687,0.1111111111111111
n13782,0.05263157894736842
n2108,0.0
n9379,0.1111111111111111
n14210,0.1111111111111111
n6145,0.25
n19097,0.0
n8144,0.1111111111111111
n11560,0.05263157894736842
n10618,0.05263157894736842
n2592,0.0
n19061,0.05263157894736842
n14226,0.05263157894736842
n1538,0.05263157894736842
n6251,0.05263157894736842
n20666,0.25
n4519,0.05263157894736842
n5187,0.1111111111111111
n6438,0.0
n17918,0.0
n17706,0.1111111111111111
n16201,0.05263157894736842
n18014,0.05263157894736842
n15138,0.1111111111111111
n15859,0.1111111111111111
n1371,0.1111111111111111
n1762,0.1111111111111111
n7648,0.05263157894736842
n9408,0.0
n12876,0.1111111111111111
n19087,0.17647058823529413
n18728,0.05263157894736842
n2102,0.25
n8441,0.0
n4492,0.1111111111111111
n8627,0.05263157894736842
n6637,0.0
n11876,0.05263157894736842
n20834,0.05263157894736842
n6996,0.0
n21141,0.0
n1892,0.0
n3246,0.0
n11047,0.17647058823529413
n16212,0.05263157894736842
n19756,0.0
n10547,0.05263157894736842
n18919,0.42857142857142855
n9705,0.0
n10105,0.05263157894736842
n6469,0.0
n12235,0.1111111111111111
n22350,0.05263157894736842
n10578,0.1111111111111111
n13753,0.0
n148,0.25
n20991,0.0
n5083,0.25
n11292,0.17647058823529413
n19025,0.0
n1314,0.1111111111111111
n12395,0.05263157894736842
n11411,0.17647058823529413
n7706,0.05263157894736842
n3364,0.17647058823529413
n9791,0.3333333333333333
n1770,0.0
n19732,0.1111111111111111
n4598,0.17647058823529413
n5865,0.05263157894736842
n17721,0.1111111111111111
n15629,0.1111111111111111
n14588,0.1111111111111111
n21544,0.0
n11663,0.05263157894736842
n3587,0.3333333333333333
n17256,0.0
n17576,0.05263157894736842
n21007,0.1111111111111111
n20929,0.05263157894736842
n4357,0.17647058823529413
n10393,0.1111111111111111
n13599,0.05263157894736842
n12436,0.0
n17566,0.1111111111111111
n18913,0.05263157894736842
n7938,0.25
n6690,0.3333333333333333
n15518,0.0
n10527,0.0
n10920,0.05263157894736842
n2213,0.0
n7821,0.05263157894736842
n17725,0.0
n11923,0.1111111111111111
n2295,0.3333333333333333
n6635,0.17647058823529413
n547,0.05263157894736842
n5332,0.0
n6184,0.1111111111111111
n7135,0.1111111111111111
n18592,0.17647058823529413
n10446,0.0
n11108,0.17647058823529413
n519,0.17647058823529413
n3484,0.0
n21119,0.0
n11520,0.05263157894736842
n11879,0.1111111111111111
n3281,0.17647058823529413
n11642,0.17647058823529413
n10593,0.25
n11490,0.05263157894736842
n19101,0.1111111111111111
n7738,0.0
n18230,0.0
n22166,0.0
n12247,0.17647058823529413
n22018,0.05263157894736842
n6392,0.0
n16239,0.0
n4337,0.05263157894736842
n13744,0.3333333333333333
n4891,0.1111111111111111
n10592,0.1111111111111111
n11146,0.05263157894736842
n2706,0.25
n9526,0.1111111111111111
n4058,0.0
n10830,0.05263157894736842
n10880,0.05263157894736842
n20860,0.05263157894736842
n14906,0.42857142857142855
n1778,0.17647058823529413
n15621,0.1111111111111111
n18227,0.05263157894736842
n19905,0.05263157894736842
n4920,0.3333333333333333
n22869,0.05263157894736842
n18246,0.1111111111111111
n9698,0.05263157894736842
n9188,0.25
n6742,0.05263157894736842
n4293,0.05263157894736842
n12431,0.05263157894736842
n11677,0.0
