node_id,jaccard
n2795,0.05263157894736842
n13011,0.05263157894736842
n4489,0.05263157894736842
n8925,0.17647058823529413
n22898,0.0
n4552,0.1111111111111111
n4352,0.05263157894736842
n15830,0.17647058823529413
n11339,0.1111111111111111
n19954,0.17647058823529413
n10083,0.05263157894736842
n1139,0.1111111111111111
n11677,0.0
n13508,0.25
n9362,0.0
n20429,0.25
n9704,0.0
n21345,0.42857142857142855
n7985,0.0
n19627,0.1111111111111111
n18810,0.1111111111111111
n21598,0.1111111111111111
n1683,0.1111111111111111
n11851,0.1111111111111111
n17357,0.05263157894736842
n5036,0.25
n10336,0.17647058823529413
n14515,0.05263157894736842
n21115,0.05263157894736842
n16014,0.17647058823529413
n9322,0.1111111111111111
n21594,0.0
n22362,0.05263157894736842
n11154,0.05263157894736842
n11460,0.1111111111111111
n5306,0.0
n13295,0.05263157894736842
n18706,0.0
n10185,0.0
n2576,0.3333333333333333
n15686,0.1111111111111111
n9204,0.1111111111111111
n6460,0.3333333333333333
n22740,0.17647058823529413
n9930,0.05263157894736842
n15336,0.17647058823529413
n5256,0.05263157894736842
n16119,0.17647058823529413
n220,0.05263157894736842
n1867,0.0
n20399,0.05263157894736842
n21782,0.0
n3770,0.05263157894736842
n19753,0.1111111111111111
n17462,0.1111111111111111
n5072,0.0
n2193,0.05263157894736842
n22643,0.1111111111111111
n9350,0.05263157894736842
n493,0.17647058823529413
n14970,0.05263157894736842
n14116,0.05263157894736842
n15898,0.05263157894736842
n12255,0.0
n17980,0.0
n6917,0.1111111111111111
n11690,0.25
n19050,0.1111111111111111
n20009,0.0
n21214,0.25
n7419,0.3333333333333333
n9495,0.3333333333333333
n12935,0.1111111111111111
n12426,0.0
n6968,0.05263157894736842
n13257,0.1111111111111111
n5997,0.05263157894736842
n6859,0.1111111111111111
n2445,0.1111111111111111
n4589,0.0
n4990,0.1111111111111111
n10590,0.17647058823529413
n3078,0.17647058823529413
n4554,0.25
n13743,0.0
n21750,0.3333333333333333
n10225,0.0
n18736,0.0
n20206,0.1111111111111111
n612,0.05263157894736842
n8980,0.05263157894736842
n20669,0.0
n8083,0.05263157894736842
n9271,0.1111111111111111
n9532,0.1111111111111111
n10262,0.05263157894736842
n11023,0.05263157894736842
n17665,0.3333333333333333
n20446,0.25
n274,0.17647058823529413
n17963,0.17647058823529413
n20883,0.1111111111111111
n6879,0.05263157894736842
n1754,0.05263157894736842
n6901,0.05263157894736842
n1513,0.17647058823529413
n591,0.1111111111111111
n9689,0.1111111111111111
n2832,0.1111111111111111
n13611,0.0
n17015,0.0
n8079,0.1111111111111111
n10686,0.05263157894736842
n12034,0.17647058823529413
n13620,0.25
n4158,0.05263157894736842
n12151,0.05263157894736842
n11605,0.05263157894736842
n6674,0.0
n18942,0.25
n14084,0.1111111111111111
n12461,0.05263157894736842
n4239,0.05263157894736842
n11803,0.1111111111111111
n3215,0.05263157894736842
n6769,0.0
n14509,0.1111111111111111
n8895,0.0
n1547,0.1111111111111111
n834,0.25
n13944,0.0
n5780,0.0
n17978,0.0
n19098,0.17647058823529413
n14781,0.25
n17151,0.17647058823529413
n22306,0.05263157894736842
n15011,0.17647058823529413
n5021,0.1111111111111111
n5073,0.17647058823529413
n20544,0.17647058823529413
n22052,0.05263157894736842
n21831,0.1111111111111111
n2686,0.05263157894736842
